processid,class,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,country,realm,label
CNTNC077-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Setasomus,NA,Setasomus nitidulus,NA,Canada,Nearctic,CNTNC077-14_Elateridae_Dendrometrinae_Prosternini_Setasomus_nitidulus_Canada
CNTND191-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Setasomus,NA,Setasomus nitidulus,NA,Canada,Nearctic,CNTND191-14_Elateridae_Dendrometrinae_Prosternini_Setasomus_nitidulus_Canada
CNWBF004-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Setasomus,NA,Setasomus nitidulus,NA,Canada,Nearctic,CNWBF004-13_Elateridae_Dendrometrinae_Prosternini_Setasomus_nitidulus_Canada
CNWLB576-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus pulcher,NA,Canada,Nearctic,CNWLB576-12_Elateridae_Dendrometrinae_Prosternini_Selatosomus_pulcher_Canada
CNWLB580-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus pulcher,NA,Canada,Nearctic,CNWLB580-12_Elateridae_Dendrometrinae_Prosternini_Selatosomus_pulcher_Canada
CNWLD908-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Stropenron,NA,Stropenron pudica,NA,Canada,Nearctic,CNWLD908-12_Elateridae_Dendrometrinae_Prosternini_Stropenron_pudica_Canada
COLFA154-10,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Ctenicera,NA,Ctenicera pectinicornis,NA,Finland,Palearctic,COLFA154-10_Elateridae_Dendrometrinae_Prosternini_Ctenicera_pectinicornis_Finland
COLFA450-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus melancholicus,NA,Finland,Palearctic,COLFA450-12_Elateridae_Dendrometrinae_Prosternini_Selatosomus_melancholicus_Finland
COLFE474-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Aplotarsus,NA,Aplotarsus incanus,NA,Finland,Palearctic,COLFE474-12_Elateridae_Dendrometrinae_Prosternini_Aplotarsus_incanus_Finland
COLFE590-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Ctenicera,NA,Ctenicera pectinicornis,NA,Finland,Palearctic,COLFE590-13_Elateridae_Dendrometrinae_Prosternini_Ctenicera_pectinicornis_Finland
COLFF193-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Paraphotistus,NA,Paraphotistus impressus,NA,Sweden,Palearctic,COLFF193-13_Elateridae_Dendrometrinae_Prosternini_Paraphotistus_impressus_Sweden
COLFH1862-16,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus melancholicus,NA,Finland,Palearctic,COLFH1862-16_Elateridae_Dendrometrinae_Prosternini_Selatosomus_melancholicus_Finland
COLFH404-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Pseudanostirus,NA,Pseudanostirus globicollis,NA,Finland,Palearctic,COLFH404-15_Elateridae_Dendrometrinae_Prosternini_Pseudanostirus_globicollis_Finland
COLMS8743-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Stropenron,NA,NA,NA,United States,Nearctic,COLMS8743-22_Elateridae_Dendrometrinae_Prosternini_Stropenron_United_States
COLNF459-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon bombycinum,NA,Canada,Nearctic,COLNF459-14_Elateridae_Dendrometrinae_Prosternini_Prosternon_bombycinum_Canada
COLNF464-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Hadromorphus,NA,Hadromorphus glaucus,NA,Canada,Nearctic,COLNF464-14_Elateridae_Dendrometrinae_Prosternini_Hadromorphus_glaucus_Canada
COLNF472-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Corymbitodes,NA,Corymbitodes lobatus,NA,Canada,Nearctic,COLNF472-14_Elateridae_Dendrometrinae_Prosternini_Corymbitodes_lobatus_Canada
COLNF503-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus semimetallicus,NA,Canada,Nearctic,COLNF503-14_Elateridae_Dendrometrinae_Prosternini_Selatosomus_semimetallicus_Canada
DRYAS11684-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Eanus,NA,Eanus costalis,NA,Finland,Palearctic,DRYAS11684-15_Elateridae_Dendrometrinae_Prosternini_Eanus_costalis_Finland
ELPCG6527-17,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Stropenron,NA,Stropenron hieroglyphica,NA,Canada,Nearctic,ELPCG6527-17_Elateridae_Dendrometrinae_Prosternini_Stropenron_hieroglyphica_Canada
ELPCG6861-17,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Oxygonus,NA,Oxygonus obesus,NA,Canada,Nearctic,ELPCG6861-17_Elateridae_Dendrometrinae_Prosternini_Oxygonus_obesus_Canada
FBCOA786-10,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus latus,NA,Germany,Palearctic,FBCOA786-10_Elateridae_Dendrometrinae_Prosternini_Selatosomus_latus_Germany
FBCOC423-10,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Mosotalesus,NA,Mosotalesus nigricornis,NA,Germany,Palearctic,FBCOC423-10_Elateridae_Dendrometrinae_Prosternini_Mosotalesus_nigricornis_Germany
FBCOG877-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus gracilicollis,NA,Germany,Palearctic,FBCOG877-12_Elateridae_Dendrometrinae_Prosternini_Anostirus_gracilicollis_Germany
FBCON137-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Hypoganus,NA,Hypoganus inunctus,NA,Germany,Palearctic,FBCON137-13_Elateridae_Dendrometrinae_Prosternini_Hypoganus_inunctus_Germany
FBCON153-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Calambus,NA,Calambus bipustulatus,NA,Germany,Palearctic,FBCON153-13_Elateridae_Dendrometrinae_Prosternini_Calambus_bipustulatus_Germany
GBCL17928-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus daimio,NA,Japan,Sino-Japanese,GBCL17928-14_Elateridae_Dendrometrinae_Prosternini_Anostirus_daimio_Japan
GBCL18345-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Calambus,NA,Calambus bipustulatus,NA,South Korea,Palearctic,GBCL18345-14_Elateridae_Dendrometrinae_Prosternini_Calambus_bipustulatus_South_Korea
GBCL18348-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon aurichalceum,NA,South Korea,Palearctic,GBCL18348-14_Elateridae_Dendrometrinae_Prosternini_Prosternon_aurichalceum_South_Korea
GBCL18394-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Aplotarsus,NA,Aplotarsus imperceptus,NA,South Korea,Palearctic,GBCL18394-14_Elateridae_Dendrometrinae_Prosternini_Aplotarsus_imperceptus_South_Korea
GBCL18398-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Acteniceromorphus,NA,Acteniceromorphus ferrugineipennis,NA,South Korea,Palearctic,GBCL18398-14_Elateridae_Dendrometrinae_Prosternini_Acteniceromorphus_ferrugineipennis_South_Korea
GBCL18401-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Paraphotistus,NA,Paraphotistus impressus,NA,South Korea,Palearctic,GBCL18401-14_Elateridae_Dendrometrinae_Prosternini_Paraphotistus_impressus_South_Korea
GBCL18416-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus sp. HP2013,NA,South Korea,Palearctic,GBCL18416-14_Elateridae_Dendrometrinae_Prosternini_Selatosomus_sp._HP2013_South_Korea
GBCL35118-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus alternatus,NA,South Korea,Palearctic,GBCL35118-19_Elateridae_Dendrometrinae_Prosternini_Actenicerus_alternatus_South_Korea
GBCL35119-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus alternatus,NA,Russia,Palearctic,GBCL35119-19_Elateridae_Dendrometrinae_Prosternini_Actenicerus_alternatus_Russia
GBCL35126-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus infirmus,NA,South Korea,Palearctic,GBCL35126-19_Elateridae_Dendrometrinae_Prosternini_Actenicerus_infirmus_South_Korea
GBCL35138-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus turkestanicus,NA,Uzbekistan,Palearctic,GBCL35138-19_Elateridae_Dendrometrinae_Prosternini_Anostirus_turkestanicus_Uzbekistan
GBCL35150-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,NA,NA,NA,NA,South Korea,Palearctic,GBCL35150-19_Elateridae_Dendrometrinae_Prosternini_NA_South_Korea
GBCL35159-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Calambus,NA,Calambus sp. 1 TH-2014,NA,South Korea,Palearctic,GBCL35159-19_Elateridae_Dendrometrinae_Prosternini_Calambus_sp._1_TH-2014_South_Korea
GBCL35165-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Corymbitodes,NA,Corymbitodes sp. 1 TH-2014,NA,South Korea,Palearctic,GBCL35165-19_Elateridae_Dendrometrinae_Prosternini_Corymbitodes_sp._1_TH-2014_South_Korea
GBCL35172-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Corymbitodes,NA,Corymbitodes sp. 2 TH-2014,NA,South Korea,Palearctic,GBCL35172-19_Elateridae_Dendrometrinae_Prosternini_Corymbitodes_sp._2_TH-2014_South_Korea
GBCL35179-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Hypoganomorphus,NA,Hypoganomorphus laevicollis,NA,Russia,Palearctic,GBCL35179-19_Elateridae_Dendrometrinae_Prosternini_Hypoganomorphus_laevicollis_Russia
GBCL35180-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Liotrichus,NA,Liotrichus ligneus,NA,South Korea,Palearctic,GBCL35180-19_Elateridae_Dendrometrinae_Prosternini_Liotrichus_ligneus_South_Korea
GBCL35182-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Acteniceromorphus,NA,Acteniceromorphus selectus,NA,Japan,Sino-Japanese,GBCL35182-19_Elateridae_Dendrometrinae_Prosternini_Acteniceromorphus_selectus_Japan
GBCL35191-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Neopristilophus,NA,Neopristilophus insitivus,NA,Czechia,Palearctic,GBCL35191-19_Elateridae_Dendrometrinae_Prosternini_Neopristilophus_insitivus_Czechia
GBCL35195-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Poemnites,NA,Poemnites katalinbodorae,NA,South Korea,Palearctic,GBCL35195-19_Elateridae_Dendrometrinae_Prosternini_Poemnites_katalinbodorae_South_Korea
GBCL35197-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon aurichalceum,NA,South Korea,Palearctic,GBCL35197-19_Elateridae_Dendrometrinae_Prosternini_Prosternon_aurichalceum_South_Korea
GBCL35198-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon aurichalceum,NA,South Korea,Palearctic,GBCL35198-19_Elateridae_Dendrometrinae_Prosternini_Prosternon_aurichalceum_South_Korea
GBCL35202-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon aurichalceum,NA,South Korea,Palearctic,GBCL35202-19_Elateridae_Dendrometrinae_Prosternini_Prosternon_aurichalceum_South_Korea
GBCL35203-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon sericeum,NA,Russia,Palearctic,GBCL35203-19_Elateridae_Dendrometrinae_Prosternini_Prosternon_sericeum_Russia
GBCL35204-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon tessellatum,NA,Russia,Palearctic,GBCL35204-19_Elateridae_Dendrometrinae_Prosternini_Prosternon_tessellatum_Russia
GBCL35207-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Pseudanostirus,NA,Pseudanostirus ecarinatus,NA,South Korea,Palearctic,GBCL35207-19_Elateridae_Dendrometrinae_Prosternini_Pseudanostirus_ecarinatus_South_Korea
GBCL35221-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus coreanus,NA,South Korea,Palearctic,GBCL35221-19_Elateridae_Dendrometrinae_Prosternini_Selatosomus_coreanus_South_Korea
GBCL35251-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus grandis,NA,South Korea,Palearctic,GBCL35251-19_Elateridae_Dendrometrinae_Prosternini_Selatosomus_grandis_South_Korea
GBCL35254-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus melancholicus,NA,Russia,Palearctic,GBCL35254-19_Elateridae_Dendrometrinae_Prosternini_Selatosomus_melancholicus_Russia
GBCL35257-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus sp. 1 TH-2014,NA,South Korea,Palearctic,GBCL35257-19_Elateridae_Dendrometrinae_Prosternini_Selatosomus_sp._1_TH-2014_South_Korea
GBCL35262-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus sp. 2 TH-2014,NA,South Korea,Palearctic,GBCL35262-19_Elateridae_Dendrometrinae_Prosternini_Selatosomus_sp._2_TH-2014_South_Korea
GBCL4306-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Corymbitodes,NA,Corymbitodes rubripennis,NA,Japan,Sino-Japanese,GBCL4306-09_Elateridae_Dendrometrinae_Prosternini_Corymbitodes_rubripennis_Japan
GBCL4309-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus yamashiro,NA,Japan,Sino-Japanese,GBCL4309-09_Elateridae_Dendrometrinae_Prosternini_Actenicerus_yamashiro_Japan
GBCL4311-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus suzukii,NA,Japan,Sino-Japanese,GBCL4311-09_Elateridae_Dendrometrinae_Prosternini_Actenicerus_suzukii_Japan
GBCL4312-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus orientalis,NA,Japan,Sino-Japanese,GBCL4312-09_Elateridae_Dendrometrinae_Prosternini_Actenicerus_orientalis_Japan
GBCL4313-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus odaisanus,NA,Japan,Sino-Japanese,GBCL4313-09_Elateridae_Dendrometrinae_Prosternini_Actenicerus_odaisanus_Japan
GBCL4314-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus naomii,NA,Japan,Sino-Japanese,GBCL4314-09_Elateridae_Dendrometrinae_Prosternini_Actenicerus_naomii_Japan
GBCL4318-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus athoides,NA,Japan,Sino-Japanese,GBCL4318-09_Elateridae_Dendrometrinae_Prosternini_Actenicerus_athoides_Japan
GBCL4319-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus aerosus,NA,Japan,Sino-Japanese,GBCL4319-09_Elateridae_Dendrometrinae_Prosternini_Actenicerus_aerosus_Japan
GBCOU10054-17,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Liotrichus,NA,Liotrichus affinis,NA,Germany,Palearctic,GBCOU10054-17_Elateridae_Dendrometrinae_Prosternini_Liotrichus_affinis_Germany
GBCOU10447-17,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus cruciatus,NA,Germany,Palearctic,GBCOU10447-17_Elateridae_Dendrometrinae_Prosternini_Selatosomus_cruciatus_Germany
GBCOU1426-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Ctenicera,NA,Ctenicera virens,NA,Slovenia,Palearctic,GBCOU1426-13_Elateridae_Dendrometrinae_Prosternini_Ctenicera_virens_Slovenia
GBCOU1554-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Ctenicera,NA,Ctenicera cuprea,NA,Italy,Palearctic,GBCOU1554-13_Elateridae_Dendrometrinae_Prosternini_Ctenicera_cuprea_Italy
GBCOU1905-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus aeneus,NA,Germany,Palearctic,GBCOU1905-13_Elateridae_Dendrometrinae_Prosternini_Selatosomus_aeneus_Germany
GBCOU2278-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Aplotarsus,NA,Aplotarsus angustulus,NA,Austria,Palearctic,GBCOU2278-13_Elateridae_Dendrometrinae_Prosternini_Aplotarsus_angustulus_Austria
GBCOU2287-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus confluens,Selatosomus confluens rugosus,Austria,Palearctic,GBCOU2287-13_Elateridae_Dendrometrinae_Prosternini_Selatosomus_confluens_Austria
GBCOU243-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Ctenicera,NA,Ctenicera cuprea,NA,France,Palearctic,GBCOU243-13_Elateridae_Dendrometrinae_Prosternini_Ctenicera_cuprea_France
GBCOU2518-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus sulphuripennis,NA,Austria,Palearctic,GBCOU2518-13_Elateridae_Dendrometrinae_Prosternini_Anostirus_sulphuripennis_Austria
GBCOU5043-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus aeneus,NA,Germany,Palearctic,GBCOU5043-14_Elateridae_Dendrometrinae_Prosternini_Selatosomus_aeneus_Germany
GBCOU9209-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus purpureus,NA,Germany,Palearctic,GBCOU9209-15_Elateridae_Dendrometrinae_Prosternini_Anostirus_purpureus_Germany
GBMIX1799-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Ctenicera,NA,Ctenicera virens,NA,Italy,Palearctic,GBMIX1799-15_Elateridae_Dendrometrinae_Prosternini_Ctenicera_virens_Italy
GCOL4974-16,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus latus,NA,Germany,Palearctic,GCOL4974-16_Elateridae_Dendrometrinae_Prosternini_Selatosomus_latus_Germany
GCOL5070-16,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus aeneus,NA,Germany,Palearctic,GCOL5070-16_Elateridae_Dendrometrinae_Prosternini_Selatosomus_aeneus_Germany
GMGSC458-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Neopristilophus,NA,Neopristilophus aethiops,NA,United States,Nearctic,GMGSC458-12_Elateridae_Dendrometrinae_Prosternini_Neopristilophus_aethiops_United_States
GMOQF286-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Eanus,NA,Eanus decoratus,NA,Canada,Nearctic,GMOQF286-15_Elateridae_Dendrometrinae_Prosternini_Eanus_decoratus_Canada
GMOYE182-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Pseudanostirus,NA,Pseudanostirus hoppingi,NA,Canada,Nearctic,GMOYE182-19_Elateridae_Dendrometrinae_Prosternini_Pseudanostirus_hoppingi_Canada
GMOYE186-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Pseudanostirus,NA,Pseudanostirus triundulatus,NA,Canada,Nearctic,GMOYE186-19_Elateridae_Dendrometrinae_Prosternini_Pseudanostirus_triundulatus_Canada
GMWGE1272-18,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Corymbitodes,NA,Corymbitodes elongaticollis,NA,United States,Nearctic,GMWGE1272-18_Elateridae_Dendrometrinae_Prosternini_Corymbitodes_elongaticollis_United_States
HBDCO160-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Neopristilophus,NA,Neopristilophus cribrosus,NA,United States,Nearctic,HBDCO160-20_Elateridae_Dendrometrinae_Prosternini_Neopristilophus_cribrosus_United_States
HBDCO161-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon bombycinum,NA,United States,Nearctic,HBDCO161-20_Elateridae_Dendrometrinae_Prosternini_Prosternon_bombycinum_United_States
INRMA1959-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Hadromorphus,NA,Hadromorphus callidus,NA,Canada,Nearctic,INRMA1959-14_Elateridae_Dendrometrinae_Prosternini_Hadromorphus_callidus_Canada
INRMA1962-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus suckleyi,NA,Canada,Nearctic,INRMA1962-14_Elateridae_Dendrometrinae_Prosternini_Selatosomus_suckleyi_Canada
INRMA2410-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Prosternon,NA,Prosternon viduum,NA,Canada,Nearctic,INRMA2410-15_Elateridae_Dendrometrinae_Prosternini_Prosternon_viduum_Canada
INRMA2413-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus festivus,NA,Canada,Nearctic,INRMA2413-15_Elateridae_Dendrometrinae_Prosternini_Selatosomus_festivus_Canada
INRMA2418-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Selatosomus,NA,Selatosomus lateralis,NA,Canada,Nearctic,INRMA2418-15_Elateridae_Dendrometrinae_Prosternini_Selatosomus_lateralis_Canada
INRMA3531-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Tesolasomus,NA,Tesolasomus morulus,NA,Canada,Nearctic,INRMA3531-20_Elateridae_Dendrometrinae_Prosternini_Tesolasomus_morulus_Canada
JEBP018-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus athoides,NA,Japan,Sino-Japanese,JEBP018-13_Elateridae_Dendrometrinae_Prosternini_Actenicerus_athoides_Japan
JEBP039-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus bungo,NA,Japan,Sino-Japanese,JEBP039-13_Elateridae_Dendrometrinae_Prosternini_Actenicerus_bungo_Japan
JEBP044-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus castaneus,NA,Japan,Sino-Japanese,JEBP044-13_Elateridae_Dendrometrinae_Prosternini_Anostirus_castaneus_Japan
JEBP048-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus daimio,NA,Japan,Sino-Japanese,JEBP048-13_Elateridae_Dendrometrinae_Prosternini_Anostirus_daimio_Japan
JEBP050-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Anostirus,NA,Anostirus daimio,NA,Japan,Sino-Japanese,JEBP050-13_Elateridae_Dendrometrinae_Prosternini_Anostirus_daimio_Japan
JEBP080-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus kiashianus,NA,Japan,Sino-Japanese,JEBP080-13_Elateridae_Dendrometrinae_Prosternini_Actenicerus_kiashianus_Japan
JEBP085-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus kiashianus,NA,Japan,Sino-Japanese,JEBP085-13_Elateridae_Dendrometrinae_Prosternini_Actenicerus_kiashianus_Japan
JEBP087-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus kiashianus,NA,Japan,Sino-Japanese,JEBP087-13_Elateridae_Dendrometrinae_Prosternini_Actenicerus_kiashianus_Japan
JEBP093-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Actenicerus,NA,Actenicerus kidonoi,NA,Japan,Sino-Japanese,JEBP093-13_Elateridae_Dendrometrinae_Prosternini_Actenicerus_kidonoi_Japan
JEBP099-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Prosternini,NA,Acteniceromorphus,NA,Acteniceromorphus kurofunei,NA,Japan,Sino-Japanese,JEBP099-13_Elateridae_Dendrometrinae_Prosternini_Acteniceromorphus_kurofunei_Japan
